step,timestamp,reward,balance,realized_pnl,unrealized_pnl,position,action,trade_pnl,trade_fee
210,2024-09-26 03:20:00,-13.668714149237738,99620.63987156392,-379.3601284360591,-9.962063987156393,-1,0,-13.668714149237738,19.92748759448716
211,2024-09-26 03:25:00,0.0,99620.63987156392,-379.3601284360591,2.5529794726113035,-1,0,0.0,0.0
212,2024-09-26 03:30:00,0.0,99620.63987156392,-379.3601284360591,5.234774499725647,-1,0,0.0,0.0
213,2024-09-26 03:35:00,6.002483022806764,99626.64235458673,-373.3576454132523,-9.962664235458675,1,1,6.002483022806764,19.92153557245326
214,2024-09-26 03:40:00,-27.078359001951775,99599.56399558477,-400.4360044152041,-9.959956399558477,-1,0,-27.078359001951775,19.924613096326787
215,2024-09-26 03:45:00,-2.037336957679777,99597.52665862709,-402.47334137288385,-9.95975266586271,1,1,-2.037336957679777,19.91812472034069
216,2024-09-26 03:50:00,-11.748115925544063,99597.52665862709,-402.47334137288385,-11.748115925544063,1,1,0.0,0.0
217,2024-09-26 03:55:00,0.0,99597.52665862709,-402.47334137288385,4.34715341166752,1,1,0.0,0.0
218,2024-09-26 04:00:00,0.0,99597.52665862709,-402.47334137288385,2.5587901519663134,1,1,0.0,0.0
219,2024-09-26 04:05:00,-17.237228696682422,99580.2894299304,-419.7105700695663,-9.95802894299304,-1,0,-17.237228696682422,19.919773586214376
220,2024-09-26 04:10:00,-9.95802894299304,99580.2894299304,-419.7105700695663,-9.95802894299304,-1,0,0.0,0.0
221,2024-09-26 04:15:00,-25.156076473753828,99580.2894299304,-419.7105700695663,-25.156076473753828,-1,0,0.0,0.0
222,2024-09-26 04:20:00,-23.36807088190779,99580.2894299304,-419.7105700695663,-23.36807088190779,-1,0,0.0,0.0
223,2024-09-26 04:25:00,-21.580065290061754,99580.2894299304,-419.7105700695663,-21.580065290061754,-1,0,0.0,0.0
224,2024-09-26 04:30:00,-12.64003733077202,99580.2894299304,-419.7105700695663,-12.64003733077202,-1,0,0.0,0.0
225,2024-09-26 04:35:00,-58.36202232288693,99521.92740760751,-478.0725923924532,-9.95219274076075,1,1,-58.36202232288693,19.91990209800857
226,2024-09-26 04:40:00,-27.81487377954681,99521.92740760751,-478.0725923924532,-27.81487377954681,1,1,0.0,0.0
227,2024-09-26 04:45:00,-11.738460844651255,99521.92740760751,-478.0725923924532,-11.738460844651255,1,1,0.0,0.0
228,2024-09-26 04:50:00,-16.204131104337854,99521.92740760751,-478.0725923924532,-16.204131104337854,1,1,0.0,0.0
229,2024-09-26 04:55:00,-26.028605675676136,99521.92740760751,-478.0725923924532,-26.028605675676136,1,1,0.0,0.0
230,2024-09-26 05:00:00,-26.028605675676136,99521.92740760751,-478.0725923924532,-26.028605675676136,1,1,0.0,0.0
231,2024-09-26 05:05:00,-17.99039920822836,99521.92740760751,-478.0725923924532,-17.99039920822836,1,1,0.0,0.0
232,2024-09-26 05:10:00,-18.118296004461218,99503.80911160304,-496.19088839691443,-9.950380911160304,-1,0,-18.118296004461218,19.90456410833189
233,2024-09-26 05:15:00,-35.082522100990786,99468.72658950205,-531.2734104979052,-9.946872658950205,1,1,-35.082522100990786,19.90227984654605
234,2024-09-26 05:20:00,-12.754423854849685,99455.97216564721,-544.0278343527549,-9.945597216564721,-1,0,-12.754423854849685,19.894459321447073
235,2024-09-26 05:25:00,-24.353270290304494,99431.6188953569,-568.3811046430594,-9.943161889535691,1,1,-24.353270290304494,19.891640596098863
236,2024-09-26 05:30:00,-9.182585206259105,99422.43631015065,-577.5636898493185,-9.942243631015064,-1,0,-9.182585206259105,19.88739425997675
237,2024-09-26 05:35:00,-6.374687561967571,99422.43631015065,-577.5636898493185,-6.374687561967571,-1,0,0.0,0.0
238,2024-09-26 05:40:00,-10.964705200404035,99411.47160495025,-588.5283950497226,-9.941147160495026,1,1,-10.964705200404035,19.883595373012867
239,2024-09-26 05:45:00,0.0,99411.47160495025,-588.5283950497226,2.5450421245619577,1,1,0.0,0.0
240,2024-09-26 05:50:00,0.0,99411.47160495025,-588.5283950497226,1.6531714613379425,1,1,0.0,0.0
241,2024-09-26 05:55:00,-14.531605464083505,99396.93999948616,-603.0600005138061,-9.939693999948616,-1,0,-14.531605464083505,19.882829443387983
242,2024-09-26 06:00:00,-56.44242798763513,99340.49757149852,-659.5024285014413,-9.934049757149852,1,1,-56.44242798763513,19.883043938302166
243,2024-09-26 06:05:00,-19.733490828317944,99340.49757149852,-659.5024285014413,-19.733490828317944,1,1,0.0,0.0
244,2024-09-26 06:10:00,-33.229637414839196,99307.26793408368,-692.7320659162805,-9.930726793408368,-1,0,-33.229637414839196,19.86676322688091
245,2024-09-26 06:15:00,-0.13324574229028663,99307.26793408368,-692.7320659162805,-0.13324574229028663,-1,0,0.0,0.0
246,2024-09-26 06:20:00,-13.493447175634923,99307.26793408368,-692.7320659162805,-13.493447175634923,-1,0,0.0,0.0
247,2024-09-26 06:25:00,-36.78606769456949,99270.4818663891,-729.51813361085,-9.927048186638912,1,1,-36.78606769456949,19.863145878998296
248,2024-09-26 06:30:00,-7.392564135884484,99263.08930225323,-736.9106977467345,-9.926308930225323,-1,0,-7.392564135884484,19.855342651129348
249,2024-09-26 06:35:00,-9.036288493381996,99263.08930225323,-736.9106977467345,-9.036288493381996,-1,0,0.0,0.0
250,2024-09-26 06:40:00,-9.926308930225323,99263.08930225323,-736.9106977467345,-9.926308930225323,-1,0,0.0,0.0
251,2024-09-26 06:45:00,-44.775682149682254,99218.31362010354,-781.6863798964167,-9.921831362010353,1,1,-44.775682149682254,19.855109917673847
252,2024-09-26 06:50:00,-32.293957058241496,99186.0196630453,-813.9803369546582,-9.91860196630453,-1,0,-32.293957058241496,19.842417570071888
253,2024-09-26 06:55:00,-0.13720630461498828,99186.0196630453,-813.9803369546582,-0.13720630461498828,-1,0,0.0,0.0
254,2024-09-26 07:00:00,-27.702957714856097,99186.0196630453,-813.9803369546582,-27.702957714856097,-1,0,0.0,0.0
